Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
open webui vs lm studio,Commercial,40,"1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",20,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches",170000
open-webui api,Informational,40,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.52,0.00,0.11,0.29",17,0.00,0.00,"Sitelinks, AI Overview, Video, Related searches",151
open-webui ollama,Informational,40,"1.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.14,0.00",30,0.00,0.00,"Sitelinks, AI Overview, Image, Video, Video carousel, Related searches",1380000
open-webui 联网搜索,Informational,40,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",16,0.00,0.33,"Video, Related searches",22800
run open webui without docker,"Informational, Commercial",40,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00",11,0.00,0.33,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches",3140000
connect ollama to open webui,,30,"1.00,0.57,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28",,0.00,0.06,,
could not find a version that satisfies the requirement open-webui,,30,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07",,0.00,0.33,,
deepseek open webui,,30,"1.00,0.11,0.11,0.11,0.11,0.00,0.11,0.00,0.00,0.11,0.11,0.11",,0.00,0.33,,
docker compose open webui ollama,,30,"0.14,0.50,1.00,0.14,0.00,0.14,0.14,0.14,0.14,0.00,0.14,0.14",,0.00,0.33,,
docker install open webui,,30,"0.28,0.57,0.28,0.28,0.28,0.28,0.28,0.28,1.00,0.28,0.28,0.28",,0.00,0.33,,
gemini open webui,,30,"0.57,0.57,0.29,1.00,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29",,0.00,0.33,,
ghcr io open webui,,30,"0.44,0.22,0.22,0.22,0.22,0.22,0.22,1.00,0.22,0.22,0.00,0.22",,0.00,0.33,,
ghcr.io/open-webui/open-webui,,30,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.07,0.00,0.07,0.07",,0.00,0.33,,
git open webui,,30,"0.28,0.28,0.28,1.00,0.57,0.28,0.28,0.28,0.28,0.28,0.28,0.28",,0.00,0.33,,
how to add a model to open webui,,30,"0.14,0.28,0.14,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",,0.00,0.33,,
how to add ollama to open webui,,30,"0.44,0.22,0.22,0.55,1.00,0.22,0.22,0.22,0.22,0.22,0.22,0.22",,0.00,0.03,,
how to run open webui without docker,,30,"0.14,0.14,0.28,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",,0.00,0.33,,
https github com open webui open webui,,30,"0.28,0.14,1.00,0.14,0.28,0.50,0.14,0.00,0.14,0.14,0.00,0.14",,0.00,0.33,,
install open webui for ollama,,30,"0.22,0.22,1.00,0.22,0.22,0.44,0.22,0.22,0.22,0.22,0.22,0.22",,0.00,0.33,,
lobechat vs open webui,,30,"1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",,0.00,0.33,,
no matching distribution found for open webui,,30,"0.22,0.22,0.44,1.00,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22",,0.00,0.33,,
ollama open webui tutorial,,30,"0.00,0.14,1.00,0.14,0.14,0.14,0.14,0.14,0.00,0.00,0.14,0.14",,0.00,0.33,,
open webui add custom openai compatible model,,30,1.00,,0.00,0.00,,
open webui add pipeline,,30,"0.11,1.00,0.11,0.23,0.11,0.11,0.11,0.00,0.11,0.11,0.11,0.11",,0.00,0.33,,
open webui and n8n,,30,"0.00,1.00,0.28,0.28,0.71,0.28,0.28,0.28,0.28,0.28,0.28,0.28",,0.00,0.33,,
open webui android,,30,"0.22,0.22,0.22,0.22,1.00,0.22,0.22,0.22,0.22,0.22,0.22,0.22",,0.00,0.33,,
open webui api key,,30,"0.77,1.00,0.33,0.11,0.11,0.11,0.22,0.22,0.22,0.22,0.22,0.11",,0.00,0.33,,
open webui api token,,30,"1.00,0.18,0.18,0.18,0.00,0.18,0.63,0.36,0.18,0.18,0.18,0.18",,0.00,0.33,,
open webui app,,30,"1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",,0.00,0.33,,
open webui architecture,,30,"1.00,0.22,0.22,0.22,0.22,0.44,0.22,0.22,0.22,0.22,0.22,0.22",,0.00,0.33,,
open webui auth,,30,"0.18,0.36,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18",,0.00,0.33,,
open webui auto start,,30,"0.00,0.11,0.00,0.00,0.82,0.00,0.00,0.11,0.00,1.00,0.00,0.11",,0.00,0.33,,
open webui best search engine,,30,"1.00,0.57,1.00,0.28,0.28,0.57,0.28,0.28,0.28,0.28,0.28,0.28",,0.00,0.33,,
open webui chatgpt api,,30,"0.22,0.22,0.22,1.00,0.22,0.44,0.44,0.22,0.22,0.22,0.22,0.22",,0.00,0.33,,
open webui community,,30,"1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",,0.00,0.33,,
open webui context window,,30,"1.00,0.14,0.14,0.28,1.00,0.28,0.28,0.28,0.28,0.28,0.28,0.28",,0.00,0.33,,
open webui default login,,30,"0.60,0.80,1.00,1.00,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40",,0.00,0.33,,
open webui docker install,,30,"0.18,0.36,0.18,1.00,0.36,0.18,0.18,0.18,0.18,0.18,0.18,0.18",,0.00,0.33,,
open webui docker installation,,30,"0.00,0.28,0.28,1.00,0.28,0.14,0.14,0.14,0.14,0.14,0.14,0.14",,0.00,0.33,,
open webui docker安装,,30,"1.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.07,0.07",,0.00,0.33,,
open webui download model from huggingface,,30,"0.28,1.00,0.28,0.28,0.28,0.28,0.28,0.28,1.00,0.28,0.28,0.28",,0.00,0.33,,
open webui embedding batch size,,30,"0.17,0.17,0.17,0.17,1.00,0.36,0.36,0.17,0.17,0.17,0.17,0.17",,0.00,0.33,,
open webui env,,30,"0.22,1.00,0.22,0.44,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22",,0.00,0.33,,
open webui gemini image generation,,30,"0.00,0.00,1.00,0.36,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",,0.00,0.33,,
open webui github repo,,30,"1.00,1.00,0.28,0.14,0.00,0.00",,0.00,0.00,,
open webui google gemini,,30,"0.22,0.22,0.44,0.22,1.00,0.44,0.22,0.22,0.22,0.22,0.22,0.22",,0.00,0.33,,
open webui hosting,,30,"1.00,0.36,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",,0.00,0.33,,
open webui ios,,30,"1.00,1.00,0.28,0.28,0.28,0.57,0.28,0.28,0.28,0.28,0.28,0.28",,0.00,0.33,,
open webui local,,30,"0.22,0.44,0.77,0.22,0.22,0.22,0.22,0.22,0.22,1.00,0.22,0.22",,0.00,0.33,,
open webui ollama docker,,30,"1.00,0.50,0.50,1.00,1.00,0.50,1.00,1.00,0.50,0.50,0.50,0.50",,0.00,0.33,,
open webui openai api,,30,"0.44,0.77,0.22,0.22,0.22,1.00,0.22,0.22,0.22,0.22,0.22,0.22",,0.00,0.33,,
open webui openai compatible api,,30,"1.00,0.22,0.44,0.22,0.77,0.22,0.22,0.22,0.22,0.22,0.22,0.22",,0.00,0.33,,
open webui openai network problem,,30,"0.28,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",,0.00,0.33,,
open webui pgvector,,30,"0.28,0.28,0.28,0.28,1.00,0.57,0.42,0.42,0.28,0.28,0.28,0.28",,0.00,0.33,,
open webui port change,,30,"0.44,0.22,0.22,0.44,1.00,0.22,0.22,0.00,0.22,0.22,0.22,0.22",,0.00,0.33,,
open webui prompt suggestions,,30,"0.33,0.11,1.00,0.11,0.44,0.11,0.11,0.22,0.22,0.22,0.22,0.22",,0.00,0.33,,
open webui pypi,,30,"0.18,0.18,0.18,0.18,0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18",,0.00,0.33,,
open webui rag settings,,30,"0.22,0.22,1.00,0.22,0.77,0.44,0.22,0.22,0.22,0.22,0.22,0.22",,0.00,0.33,,
open webui remove model,,30,"0.22,0.22,0.22,0.22,0.22,1.00,0.22,0.22,0.22,0.22,0.22,0.22",,0.00,0.33,,
open webui serve,,30,"0.21,1.00,0.14,0.00,0.14,0.14,0.14,0.14,0.00,0.14,0.00,0.00",,0.00,0.33,,
open webui set environment variable,,30,"0.18,0.36,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",,0.00,0.33,,
open webui setup,,30,"0.22,0.11,0.11,1.00,0.11,1.00,0.11,0.11,0.11,0.22,0.22,0.22",,0.00,0.33,,
open webui show tokens per second,,30,"0.22,0.22,0.22,1.00,0.22,0.44,0.22,0.22,0.22,0.22,0.22,0.22",,0.00,0.33,,
open webui source code,,30,"0.00,1.00,0.18,0.18,0.81,0.18,0.18,0.18,0.18,0.18,0.18,0.18",,0.00,0.33,,
open webui stop sequence,,30,"1.00,0.28,0.28,0.28,1.00,0.28,0.71,0.28,0.28,0.00,0.28,0.28",,0.00,0.33,,
open webui truenas,,30,"1.00,0.63,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",,0.00,0.33,,
open webui ubuntu,,30,"0.27,0.27,0.27,1.00,0.56,0.27,0.27,0.27,0.27,0.27,0.27,0.27",,0.00,0.33,,
open webui vector database,Informational,30,"0.40,0.40,0.40,1.00,0.80,0.80,0.60,0.60,0.40,0.40,0.80,0.40",42,5.99,0.22,"Sitelinks, AI Overview, Image, Video, Related searches",119000
open webui vertex ai,,30,"1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",,0.00,0.33,,
open webui web search engine,,30,"1.00,1.00,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28",,0.00,0.33,,
open webui with gemini,,30,"0.14,0.14,0.14,0.14,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14",,0.00,0.33,,
open webui with lm studio,,30,"1.00,0.18,0.18,0.63,0.18,0.36,0.18,0.18,0.18,0.18,0.36,0.18",,0.00,0.33,,
open webui with ollama,,30,"1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",,0.00,0.04,,
open webui without docker,,30,"0.14,0.14,0.14,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",,0.00,0.33,,
open webui 教程,,30,"0.22,1.00,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22",,0.00,0.33,,
open-webui deepseek,,30,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.00",,0.00,0.00,,
open-webui docker部署,,30,"1.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07",,0.00,0.33,,
qdrant open webui,,30,"0.00,0.18,0.18,0.18,1.00,0.18,0.63,0.18,0.18,0.18,0.18,0.18",,0.00,0.10,,
searxng open webui,,30,"1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",,0.00,0.33,,
vllm open webui,,30,"1.00,0.12,0.12,0.12,0.12,0.12,0.12,0.00,0.12,0.12,0.12,0.12",,0.00,0.33,,
what is arena model in open webui,,30,"0.28,1.00,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28",,0.00,0.33,,
access open webui from another computer,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.02,,
add model open webui,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
add model to open webui,,20,"1.00,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.00,0.48",,0.00,0.33,,
add models to open webui,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
add ollama model to open webui,,20,"1.00,0.25,0.25,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,0.00,0.03,,
add ollama to open webui,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
add stable diffusion to open webui,,20,"0.50,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
adding models to open webui,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
alternative to open webui,,20,"0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00",,0.00,0.10,,
alternatives to open webui,,20,"0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.75,0.50,0.50,0.50,0.50",,0.00,0.02,,
arena model open webui,,20,"1.00,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28",,0.00,0.33,,
best open webui tools,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
chainlit vs open webui,,20,"0.80,0.20,0.20,1.00,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40",,0.00,0.33,,
change open webui logo,,20,"0.50,0.50,1.00,0.50,0.50,0.00,0.50,0.00,0.50,0.50,0.50,0.50",,0.00,0.33,,
chatbot ui vs open webui,,20,"1.00,0.49,0.49,0.49,0.49,0.74,0.74,0.25,0.49,0.49,0.49,0.49",,0.00,0.33,,
chatbox vs open webui,,20,"0.33,1.00,1.00,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66",,0.00,0.33,,
comfyui open webui,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
conda open webui,,20,"0.11,0.11,0.11,0.11,0.11,0.33,0.11,1.00,0.22,0.22,0.22,0.22",,0.00,0.33,,
customize open webui interface,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
delete open webui,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00",,0.00,0.33,,
deploy open webui,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.06,,
docker compose ollama open webui,,20,"0.00,0.33,1.00,0.00,0.33,0.66,0.66,0.66,0.66,0.66,0.66,1.00",,0.00,0.33,,
docker compose open webui,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
docker open webui ollama,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.02,,
docker open webui update,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00",,0.00,0.00,,
docker 安装 open webui,,20,"0.27,1.00,0.27,0.27,0.27,0.27,0.27,0.27,0.00,0.00,0.27,0.27",,0.00,0.33,,
docs open webui,,20,"1.00,0.33,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67",,0.00,0.33,,
download open webui,,20,"1.00,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.49,0.00",,0.00,0.04,,
embedding model open webui,,20,"1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
forgot open webui password,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
ghcr io open webui open webui main,,20,"0.11,0.11,0.22,0.11,0.11,0.11,1.00,0.11,0.11,0.22,0.22,0.22",,0.00,0.33,,
git clone https github com open webui open webui git,,20,"0.20,0.20,1.00,0.20,1.00,0.20,0.20,0.20,0.20,0.40,0.40,0.40",,0.00,0.33,,
gpt4all vs open webui,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
gradio vs open webui,,20,"0.00,0.50,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
graphrag open webui,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
helm open webui,,20,"0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
host open webui,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00",,0.00,0.10,,
how to add model in open webui,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
how to add model to open webui,,20,"1.00,0.22,0.22,0.22,0.44,0.22,0.44,0.22,0.22,0.00,0.00,0.00",,0.00,0.33,,
how to add models to open webui,,20,"1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,0.00,0.33,,
how to customize open webui,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.06,,
how to install open webui on windows,,20,"1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,0.00,0.33,,
how to install open webui without docker,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
how to open stable diffusion webui,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
how to open webui,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
how to setup open webui,,20,"0.42,0.28,0.71,0.14,0.14,0.14,1.00,0.14,0.14,0.14,0.28,0.28",,0.00,0.33,,
how to update open webui docker image,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00",,0.00,0.00,,
how to update open-webui,,20,"1.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,1.00,0.00,0.60,0.40",,0.00,0.33,,
how to use ollama with open webui,,20,"0.50,0.50,0.50,0.50,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.07,,
how to use open webui,,20,"1.00,0.33,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67",,0.00,0.04,,
how to use open webui with ollama,,20,"0.20,1.00,0.20,0.20,0.20,0.39,0.39,0.39,0.39,0.39,0.39,0.39",,0.00,0.04,,
install ollama and open webui,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.06,,
install open webui docker,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
install open webui linux,,20,"0.66,1.00,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.66,0.66,0.66",,0.00,0.33,,
install open webui on mac,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
install open webui on ubuntu,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
install open webui on windows,,20,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
install open webui ubuntu,,20,"0.29,0.29,1.00,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29",,0.00,0.33,,
install open webui ubuntu 24.04,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
install open webui with ollama,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.05,,
install open webui without docker,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
intergrate open webui and higging face,,20,"0.00,0.00,0.00,0.00,0.00,0.50,0.75,0.75,0.75,0.75,1.00,0.75",,0.00,0.00,,
is open webui free,,20,"0.00,0.00,0.00,0.00,0.00,0.14,0.28,0.28,0.28,0.28,0.42,1.00",,0.00,0.33,,
is open webui open source,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
is open webui safe,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
launch open webui,,20,"0.50,1.00,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,0.00,0.33,,
llamaindex open webui,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
lm studio open webui,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
localai vs open webui,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
msty vs open webui,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
n8n open webui,,20,"0.50,0.75,0.75,1.00,0.50,0.75,0.50,0.50,0.50,0.50,0.50,0.50",,0.00,0.33,,
n8n open webui integration,,20,"1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
ollama and open webui,,20,"0.40,1.00,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40",,0.00,0.05,,
ollama and open webui docker compose,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
ollama docker open webui,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
ollama models not showing in open webui,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
ollama open webui docker,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
ollama open webui docker compose,,20,"0.14,0.14,0.29,0.29,0.43,0.29,0.29,0.43,0.29,1.00,0.29,0.29",,0.00,0.33,,
ollama open webui ubuntu,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
ollama open-webui,,20,"1.00,0.04,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.09,0.09",,7.61,0.03,,
ollama webui renamed to open webui,,20,"1.00,0.00",,0.00,0.00,,
ollama with open webui,,20,"0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.03,,
open webui 2025 release notes,,20,"0.50,0.75,1.00,0.50,0.25,0.00",,0.00,0.00,,
open webui 2fa,,20,"0.50,0.50,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
open webui active directory,,20,"0.50,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.29,,
open webui add documents,,20,"1.00,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27",,0.00,0.33,,
open webui add gemini,,20,"1.00,0.28,0.28,0.28,0.28,0.28,0.14,0.28,0.28,0.28,0.28,0.28",,0.00,0.33,,
open webui add models,,20,"0.14,0.14,0.14,0.14,0.14,1.00,0.28,0.28,0.28,0.28,0.00,0.28",,0.00,0.33,,
open webui add tools from huggingface,,20,"0.00,0.00,0.00,0.00,0.00,0.75,0.75,0.75,0.50,0.75,1.00,0.75",,0.00,0.00,,
open webui add user,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
open webui admin,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00",,0.00,0.33,,
open webui admin panel,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
open webui admin password,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
open webui ai agent,,20,"1.00,0.50,0.50,0.50,0.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,0.00,0.50,,
open webui amd gpu,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
open webui and ollama,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.04,,
open webui android app,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
open webui api access,,20,"0.48,0.48,0.48,1.00,1.00,0.48,0.48,0.48,0.48,0.48,0.48,0.48",,0.00,0.33,,
open webui api call,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
open webui api documentation,,20,"0.42,0.14,1.00,1.00,0.14,0.14,0.14,0.14,0.14,0.28,0.28,0.28",,0.00,0.02,,
open webui app android,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
open webui app ios,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
open webui arena model,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
open webui artifacts,,20,"1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
open webui automatic1111,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
open webui aws,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
open webui azure openai,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.05,,
open webui azure sso,,20,"0.28,0.28,1.00,0.28,0.28,0.28,0.00,0.28,0.28,0.28,0.28,0.28",,0.00,0.33,,
open webui best embedding model,,20,"1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00",,0.00,0.33,,
open webui blank page,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00",,0.00,0.00,,
open webui cannot connect to ollama,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
open webui canvas,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
open webui change admin email,,20,"1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.00,0.50,0.50,0.00,0.50",,0.00,0.00,,
