Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
difi jacket,,10,"1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00",,0.00,1.00,,
difi leather jacket,,10,"0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00",,0.00,0.46,,
difi matte clay,,10,"1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00",,0.00,0.99,,
difi motorcycle boots,,10,"1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00",,0.00,0.00,,
difi motorcycle gear,,10,"1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
difi no,,10,"1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.50",,0.00,0.00,,
difi norway,,10,"0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00",,0.00,0.00,,
difi standard,,10,"0.20,0.40,0.00,0.00,0.00,0.00,0.20,0.40,0.40,0.40,0.20,1.00",,0.00,0.33,,
difi valley seed descenders,,10,"1.00,0.00",,0.00,0.00,,
difi vax,,10,"0.00,0.00,0.00,1.00,0.50,1.00,0.00,0.00,0.00,1.00,0.00,0.00",,0.00,0.00,,
difi virginia boots,,10,"0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
difi 是 什么,,10,"0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00",,0.00,0.00,,
difi.com,,10,"1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00",,0.00,0.33,,
difiaba carbon activado,,10,"1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00",,0.00,1.00,,
difiaba charcoal lightener paste,,10,"0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00",,0.00,0.00,,
difiaba charcoal lightener paste reviews,,10,"0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00",,0.00,0.00,,
difiaba charcoal lightener reviews,,10,"0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00",,0.00,0.57,,
difiaba color swatch book,,10,"1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00",,0.00,0.92,,
difiaba core tonic,,10,"1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00",,0.00,0.00,,
difiaba decolorante carbón activado,,10,"0.00,0.00,0.50,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00",,0.00,1.00,,
difiaba decolorante como se usa,,10,"0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00",,0.00,0.33,,
difiaba decolorante precio,,10,"0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00",,0.00,0.33,,
difiaba guatemala,,10,"0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00",,0.00,0.33,,
difiaba k3,,10,"1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
difiaba luminessence,,10,"1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00",,0.00,0.16,,
difiaba luminessence hydrating serum,,10,"0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00",,0.00,0.33,,
difiaba luminessence shampoo,,10,"0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00",,0.00,1.00,,
difiaba mexico,,10,"0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00",,0.00,0.33,,
difiaba pasta decolorante,,10,"1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00",,0.00,1.00,,
difiaba pasta decolorante carbon activado,,10,"1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00",,0.00,0.92,,
difiaba shampoo review,,10,"0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00",,0.00,0.00,,
difiaba sun veil shampoo,,10,"1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00",,0.00,0.00,,
difiaba wholesale login,,10,"1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00",,0.00,0.00,,
difie hellman,,10,"0.00,0.33,0.33,0.33,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,8.34,0.33,,
difie toys,,10,"0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00",,0.00,0.33,,
difier mr4,,10,1.00,,0.00,0.00,,
dify .env,,10,"0.50,1.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00",,0.00,0.33,,
dify agent tutorial,,10,"0.00,0.50,0.50,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00",,0.00,0.33,,
dify agentic ai,,10,"0.00,0.00,0.00,0.00,0.33,0.33,1.00,1.00,0.66,0.66,0.66,0.66",,7.46,0.57,,
dify agents documentation,,10,"1.00,0.00,0.00,0.00",,0.00,0.00,,
dify ai agents,,10,"0.50,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.36,,
dify ai alternative,,10,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00",,3.36,0.76,,
dify ai platform,,10,"0.00,0.00,0.00,0.00,1.00,1.00,0.00",,0.00,0.33,,
dify ai 使い方,,10,"1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00",,0.00,0.00,,
dify ai 是什么,,10,"1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.50",,0.02,0.33,,
dify alternative,,10,"1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00",,5.90,0.64,,
dify amazon bedrock,,10,"0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
dify anthropic api url,,10,"1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
dify api doc,,10,"1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00",,0.00,0.33,,
dify api worker outbound internet connection architecture,,10,"1.00,0.00",,0.00,0.00,,
dify api 使い方,,10,"0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
dify api 呼び出し,,10,"0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00",,0.00,0.00,,
dify api调用,,10,"1.00,1.00,0.50,1.00,1.00,0.50,0.00,0.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
dify apps,,10,"0.50,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.50,0.00,1.00,1.00",,0.00,0.02,,
dify automation,,10,"0.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,1.00,0.00,1.00",,0.00,0.00,,
dify backup upgrade guide,,10,"1.00,0.00",,0.00,0.00,,
dify bot,,10,"1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00",,0.00,0.33,,
dify cashback,,10,"0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00",,0.00,0.00,,
dify ceo,,10,"0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00",,0.00,0.33,,
dify chatflow api,,10,"0.00,0.00,0.00,0.50,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
dify cloud api base url,,10,1.00,,0.00,0.00,,
dify consultants,,10,"1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00",,0.00,0.33,,
dify consultants houston tx,,10,"1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.43",,0.00,0.00,,
dify consultants reviews,,10,"1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.44",,0.00,0.00,,
dify database,,10,"1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00",,0.00,0.10,,
dify discord bot,,10,"1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
dify docker compose services,,10,"1.00,0.00",,0.00,0.00,,
dify docker desktop,,10,"0.00,0.50,0.50,0.50,0.50,0.50,1.00,1.00,1.00,0.00,1.00,1.00",,0.00,0.33,,
dify docling,,10,"0.00,1.00,0.50,0.50,0.50,0.00,0.50,0.50,0.00,0.00,1.00,1.00",,0.00,0.07,,
dify document,,10,"0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.33,,
dify ec2,,10,"0.00,0.00,0.50,0.00,0.00,1.00,0.00,0.50,0.50,0.00,0.00,0.50",,0.00,0.00,,
dify edu,,10,"0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00",,0.00,0.33,,
dify engineering,,10,"1.00,1.00,0.00,0.00,0.00,1.00,1.00",,0.00,0.00,,
dify excel 分析,,10,"1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00",,0.00,0.00,,
dify faq,,10,"1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.50",,0.00,0.00,,
dify finance,,10,"0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00",,0.00,0.33,,
dify github plugin,,10,"0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00",,0.00,0.33,,
dify google sheet,,10,"1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00",,0.00,0.33,,
dify gpt,,10,"1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
dify group,,10,"1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
dify helper,,10,"1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00",,0.00,0.00,,
dify home use,,10,1.00,,0.00,0.00,,
dify houston,,10,"0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
dify how to use,,10,"0.50,0.50,0.50,0.50,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00",,0.00,0.00,,
dify html,,10,"0.00,0.50,0.50,0.00,0.50,0.50,0.50,0.00,0.00,0.00,1.00,1.00",,0.00,0.33,,
dify http リクエスト,,10,"0.00,1.00",,0.00,0.00,,
dify huggingface,,10,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00",,0.00,0.00,,
dify if/else,,10,"1.00,1.00,0.50,0.50,0.50,0.50,0.00,0.00,1.00,1.00,1.00,0.50",,0.00,0.33,,
dify iframe,,10,"0.00,0.50,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,1.00,1.00",,0.00,0.33,,
dify immobilier,,10,"1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00",,0.00,0.33,,
dify install,,10,"0.65,0.65,0.65,0.65,0.00,0.00,0.00,1.00,0.65,0.65,0.00,0.00",,0.00,0.02,,
dify japan,,10,"0.33,0.00,0.33,0.00,0.00,0.33,0.00,0.33,0.00,1.00,0.00,0.66",,0.00,0.33,,
dify json,,10,"1.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.75,0.50,0.50,0.50",,0.00,0.03,,
dify k8s部署,,10,"1.00,1.00,0.00,0.50,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00",,0.00,0.33,,
dify keycloak,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,1.00,0.00,0.66,0.66",,0.00,0.33,,
dify license multi-tenant environment one tenant corresponds to one workspace,,10,"0.00,0.00,1.00",,0.00,0.00,,
dify line,,10,"0.00,1.00",,0.00,0.33,,
dify line 連携,,10,"0.00,0.50,1.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
dify meetup,,10,"1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
dify mlops,,10,"1.00,1.00,0.00,0.00,0.00,1.00,1.00",,0.00,0.00,,
dify multi tenant,,10,"0.50,0.50,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00",,0.00,0.00,,
dify n8n 連携,,10,"0.00,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.50",,0.00,0.33,,
dify on call,,10,"1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00",,0.00,0.33,,
dify open source license,,10,"0.00,0.00,0.00,0.50,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00",,0.00,0.07,,
dify openai api key,,10,"1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00",,0.00,0.33,,
dify openai-api-compatible,,10,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00",,0.00,0.33,,
dify opera,,10,"0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00",,0.00,0.33,,
dify partner,,10,"0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00",,0.00,0.71,,
dify perplexity,,10,"1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.50",,0.00,0.00,,
dify plus,,10,"0.60,0.60,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00",,0.00,0.33,,
dify price,,10,"0.50,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00",,0.00,0.04,,
dify prompt management,,10,"0.00,0.00,1.00,0.33,0.00,0.66,0.66,0.00,0.66,0.66,0.66,0.66",,0.00,0.10,,
dify pubmed,,10,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00",,0.00,0.00,,
dify python import,,10,"1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00",,0.00,0.33,,
dify rag api,,10,"1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.50",,0.00,0.33,,
dify realtime api,,10,"1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
dify rest api,,10,"1.00,0.14,0.28,0.28,0.00,0.00,0.28,0.00,0.00,0.28,0.00,0.00",,0.00,0.00,,
dify restaurante,,10,"0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
dify revenue,,10,"0.50,0.00,0.00,0.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
dify sales enablement ai sales platforms,,10,"0.00,0.00,0.00,1.00,0.33,0.00,0.00,0.00",,0.00,0.00,,
dify sales enablement company overview,,10,"0.00,1.00,0.50,0.50,1.00,0.00,0.00",,0.00,0.00,,
dify salesforce,,10,"1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00",,0.00,0.00,,
dify search api,,10,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00",,0.00,0.00,,
dify similar,,10,"0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
dify singapore,,10,"1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
dify sql agent,,10,"1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00",,0.00,0.33,,
dify stable diffusion,,10,"1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00",,0.00,0.00,,
dify streamlit,,10,"0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00",,0.00,0.00,,
dify teams 連携,,10,"1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
dify telegram bot,,10,"0.00,0.50,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00",,0.00,0.33,,
dify track costs,,10,"0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00",,0.00,0.00,,
dify tutorials,,10,"0.00,0.00,0.00,0.50,0.50,0.50,1.00,1.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
dify upgrade guide backup data,,10,"1.00,0.00",,0.00,0.00,,
dify upgrade guide docker compose backup,,10,"1.00,0.00",,0.00,0.00,,
dify vercel,,10,"1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00",,0.00,0.00,,
dify vs coze,,10,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.03,,
dify vs make,,10,"0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
dify vs n8n comparison,,10,1.00,,0.00,0.00,,
dify vs n8n vs coze,,10,1.00,,0.00,0.00,,
dify vscode,,10,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00",,0.00,0.29,,
dify whatsapp integration,,10,"0.00,0.00,0.00,0.00,0.00,0.50,1.00,0.50,0.00,0.00,0.00,0.00",,0.00,0.00,,
dify whisper,,10,"0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00",,0.00,0.33,,
dify できること,,10,"0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00",,0.00,0.33,,
dify とは ai,,10,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00",,0.00,0.33,,
dify イテレーション,,10,"1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
dify インストール,,10,"0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00",,0.00,0.00,,
dify エージェント,,10,"1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.50",,0.00,0.33,,
dify セキュリティ,,10,"0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00",,0.00,0.33,,
dify チャット ボット,,10,"0.00,0.50,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
dify チャットボット,,10,"1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00",,0.00,0.00,,
dify ツール,,10,"1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
dify ニュース,,10,"0.00,1.00,0.50,0.00,0.00,0.50,0.00,0.00,0.25,0.00,0.00,0.00",,0.00,0.00,,
dify ノード,,10,"1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
dify ロゴ,,10,"1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.50",,0.00,0.00,,
dify ワークフロー,,10,"1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00",,0.00,0.07,,
dify 企業,,10,"0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00",,0.00,0.33,,
dify 会社,,10,"1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00",,0.00,0.33,,
dify 何ができる,,10,"1.00,1.00,0.00,0.00,0.50,0.00,0.00,0.00,1.00,1.00,1.00,0.50",,0.00,0.33,,
dify 保存,,10,"0.00,0.50,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00",,0.00,0.33,,
dify 入门,,10,"0.50,0.50,0.50,0.50,0.50,1.00,0.00,0.00,0.00,1.00,0.00,0.00",,0.00,0.33,,
dify 和 langchain 的区别,,10,"1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
dify 图表,,10,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00",,0.00,0.00,,
dify 多智能体,,10,"0.00,0.00,0.50,1.00,1.00,0.50",,0.00,0.33,,
dify 安裝,,10,"0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00",,0.00,0.00,,
dify 導入 事例,,10,"0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00",,0.00,0.00,,
dify 導入 支援,,10,"0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00",,0.00,0.00,,
dify 導入支援,,10,"0.00,0.00,0.00,0.25,0.75,1.00,0.25,0.50,0.00,0.50,0.25,0.25",,0.00,0.00,,
dify 工程副总裁,,10,1.00,,0.00,0.00,,
dify 数据 分析,,10,"0.50,0.00,0.00,1.00,0.00,0.25,0.00,0.25,0.25,0.50,0.50,0.50",,0.00,0.17,,
dify 数据分析,,10,"0.00,0.00,0.00,1.00,1.00,0.50,0.00",,0.00,0.00,,
dify 架构图,,10,"1.00,1.00,0.50,0.50,1.00,0.50,0.50,0.50,0.00,1.00,1.00,0.50",,0.00,0.33,,
dify 機能,,10,"0.00,0.00,0.00,0.50,1.00,0.50,0.00,1.00,0.00,0.00,0.00",,0.00,0.00,,
dify 活用事例,,10,"1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00",,0.00,0.33,,
dify 無料,,10,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00",,0.00,0.00,,
dify 画面,,10,"0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
dify 知乎,,10,"1.00,1.00,0.50,0.50,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.50",,0.00,0.33,,
dify 知识 库,,10,"0.50,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.33,,
dify 私有化部署,,10,"1.00,1.00,0.50,1.00,0.50,0.50,0.50,0.50,0.00,0.00,1.00,0.50",,0.00,0.33,,
dify 自動化,,10,"1.00,0.50,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00",,0.00,0.00,,
dify 论文,,10,"0.00,0.00,0.50,0.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00",,0.00,0.33,,
dify 调用ragflow,,10,"0.00,1.00,1.00,1.00,0.50,0.00,0.50,0.50,1.00,1.00,1.00,0.00",,0.00,0.33,,
dify 集成 ragflow,,10,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00",,0.00,0.33,,
dify 飞书多维表格,,10,"1.00,1.00,0.00,0.50,0.50,0.50,1.00,0.50,1.00,1.00,1.00,0.00",,0.00,0.33,,
dify 高可用,,10,"0.00,0.00,0.00,0.00,1.00,0.50,1.00,0.50,0.00,0.00,0.00,1.00",,0.00,0.33,,
dify.ai alternative,,10,"1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00",,0.00,0.76,,
dify.ai funding,,10,"1.00,1.00,0.00,0.50,0.00,0.00,0.50,0.00,1.00,1.00,1.00,0.00",,0.00,0.00,,
dify.ai github,,10,"1.00,1.00,0.00,0.50,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
dify.ai pricing,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0.33,0.00,1.00",,0.00,0.33,,
dify.ai 周宇,,10,"0.00,0.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00",,0.00,0.33,,
dify.com,,10,"1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00",,0.00,0.33,,
docker 安装 dify,,10,"1.00,1.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00",,0.00,0.33,,
does dify have an api,,10,"1.00,0.00",,0.00,0.00,,
evaluate the sales enablement company dify on ai sales platforms,,10,"0.00,0.25,0.50,0.00,0.00,1.00,0.00,0.25",,0.00,0.00,,
fastgpt dify coze,,10,"1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
graphrag-dify,,10,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00",,0.00,0.33,,
how to install dify,,10,"0.00,0.00,0.00,0.00,0.00,0.50,1.00,0.00,0.50,0.00,1.00,1.00",,0.00,0.33,,
how to install dify locally,,10,"0.00,0.00,0.00,0.00,0.00,1.00,0.40,0.40,0.40,0.40,0.40,0.40",,0.00,0.33,,
hyalogy re dify cream,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.50,0.50,0.50,0.00",,2.28,0.99,,
in one day lil difi,,10,"0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00",,0.00,0.00,,
install dify docker,,10,"0.00,0.00,1.00,0.00,0.50,0.50,0.00,0.00,0.00,0.75,0.50,0.50",,0.00,0.33,,
jennifer difio,,10,"0.00,0.00,0.00,0.00,0.00,0.18,1.00,0.18,0.18,0.00,0.00,0.00",,0.00,0.33,,
json parse dify,,10,"1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00",,0.00,0.00,,
kz difi,,10,"1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00",,0.00,0.60,,
langchain dify 对比,,10,"0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
langgenius dify,,10,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00",,0.00,0.33,,
langgenius/dify,,10,"1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
langsmith dify,,10,"1.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00",,0.00,0.33,,
llama dify,,10,"1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00",,0.00,0.00,,
llamaindex dify,,10,"1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00",,0.00,0.00,,
lobechat dify,,10,"0.50,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00",,0.00,0.33,,
