Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
zammad kanban,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
zammad knowledge base,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.21,,
zammad latest version,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad ldap,,20,"1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad login,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.04,,
zammad logo,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad logs,,20,"1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad microsoft 365,,20,"1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad mobile app,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.02,,
zammad n8n,,20,"0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad nextcloud,,20,"0.18,1.00,0.00,0.00,0.00,0.18,0.18,0.00,0.00,0.18,0.00,0.00",,0.00,0.00,,
zammad nginx,,20,"1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
zammad nginx config,,20,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00",,0.00,0.33,,
zammad notifications,,20,"1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00",,0.00,0.33,,
zammad oauth,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad open source,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,12.72,0.33,,
zammad org,,20,"0.50,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00",,0.00,0.00,,
zammad organizations,,20,"0.50,0.00,0.00,1.00,0.50,0.50,0.50,0.50,0.50,0.00,0.00,0.50",,0.00,0.00,,
zammad packages,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.10,,
zammad performance tuning,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad plugins,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.05,,
zammad portainer,,20,"1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
zammad pricing,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,12.64,0.27,,
zammad release,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad release notes,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad rest api,,20,"1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad review,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00",,0.00,0.43,,
zammad screenshots,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad setup,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad slack,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00",,0.00,0.33,,
zammad slack integration,,20,"0.25,0.25,0.25,0.25,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50",,0.00,0.05,,
zammad support,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.29,,
zammad teams integration,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.05,,
zammad templates,,20,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00",,0.00,0.00,,
zammad ticket,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,14.93,0.30,,
zammad ticket system,,20,"0.42,0.14,0.28,0.42,0.42,0.28,1.00,0.00,0.00,0.00,0.00,0.00",,11.80,0.31,,
zammad time accounting,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.21,,
zammad time tracking,,20,"1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad tutorial,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00",,0.00,0.00,,
zammad upgrade,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad variables,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad version,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad vs freshdesk,,20,"1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
zammad vs osticket,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.29,,
zammad vs zendesk,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
zammad webhook,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad whatsapp integration,,20,"0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.48,0.48,0.48,0.00,0.48",,0.00,0.00,,
zammad wiki,,20,"1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00",,0.00,0.33,,
zammar,,20,"0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,1.00,0.67",,0.00,0.33,,
zammara,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammara cicada,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammara olive oil,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,1.15,1.00,,
zammara smaragdina,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammer,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammer alm,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammer lochputz,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00",,0.00,0.00,,
zammer meaning,,20,"1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00",,0.00,0.33,,
zammer skihütte,,20,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammer twins oracle guidebook pdf,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammo ai,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammo chatbot,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.05,,
zammo digital,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.11,,
zammo from grange hill,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammo game,,20,"1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammo grange hill,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammo grange hill drugs,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammo grange hill girlfriend,,20,"1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammo grange hill just say no,,20,"1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammo just say no,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammo just say no gif,,20,"1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00",,0.00,0.33,,
zammo kite,,20,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammo mcguire,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammo meaning,,20,"1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zamms,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zeta zigga zamma,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zimm zamm for sale,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
zimm zamm game,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.67,,
zimm zamm game for sale,,20,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,1.00,,
zimm zamm strain,,20,"0.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
3cx zammad,,10,"0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00",,0.00,0.00,,
al zammar,,10,"0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00",,0.00,0.33,,
bill zammer cape cod,,10,"0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
charlie kirk zamm,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,1.00,0.14",,0.00,0.33,,
dr zamman,,10,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00",,3.26,0.03,,
dr zammar neurosurgery,,10,1.00,,0.00,0.00,,
farhan zamma,,10,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
grafana zammad,,10,"1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00",,0.00,0.00,,
home depot zamma,,10,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00",,0.00,0.00,,
how to install zammad on ubuntu 22.04,,10,"0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00",,0.00,0.00,,
install zammad ubuntu,,10,"0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00",,0.00,0.33,,
install zammad ubuntu 22.04,,10,"1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00",,0.00,0.00,,
julianne zammer,,10,"0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00",,0.00,0.00,,
julie zammer,,10,"0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00",,0.00,0.00,,
langsam wochs ma zamm,,10,"0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00",,0.00,0.33,,
lee macdonald zammo,,10,"1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
mario zamma,,10,"1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00",,0.00,0.00,,
miguel zammer,,10,"0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
mohammad haydar zammar,,10,"1.00,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
network zammer,,10,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.33,,
original zimm zamm,,10,"0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00",,0.00,1.00,,
otrs vs zammad,,10,"0.50,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00",,0.00,0.33,,
samer zammar md,,10,"0.00,0.00,0.00,0.00,0.50,1.00,1.00,1.00,0.50,1.00,1.00,0.50",,0.00,0.00,,
ticket system zammad,,10,"0.50,0.50,0.50,1.00,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
who owns zamma,,10,"1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
who played zammo in grange hill,,10,"1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00",,0.00,0.33,,
william zammer obituary,,10,"1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00",,0.00,0.00,,
xavier zammaron,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00",,0.00,0.00,,
zamm cars llc,,10,"0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00",,0.00,0.11,,
zamm journal of applied mathematics and mechanics impact factor,,10,"1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
zamm journal of applied mathematics and mechanics scimago,,10,"0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
zamm logistics,,10,"0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zamm mobile mechanic,,10,"1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00",,0.00,0.00,,
zamm sap,,10,"0.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00",,0.00,0.33,,
zamm scimago,,10,"0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
zamm she 12,,10,"0.00,0.00,0.21,0.00,0.00,0.21,1.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.33,,
zamm z angew math mech,,10,"1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00",,0.00,0.00,,
zamm ı sure,,10,"1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00",,0.00,0.33,,
zamm столы,,10,"1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00",,0.00,0.00,,
zamma canada,,10,"1.00,0.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00",,0.00,0.00,,
zamma cap-a-tread stair renewal system,,10,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00",,0.00,1.00,,
zamma corporation cap a tread,,10,"1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00",,0.00,0.52,,
zamma corporation flooring,,10,"0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00",,0.00,0.00,,
zamma corporation jobs,,10,"1.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.50",,0.00,0.33,,
zamma dusk cherry,,10,"0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00",,0.00,1.00,,
zamma dusk cherry t molding,,10,"1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00",,0.00,0.33,,
zamma fresh oak,,10,"0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00",,0.00,0.00,,
zamma fresh oak stair nose,,10,"1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
zamma heirloom pine,,10,"0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00",,0.00,0.00,,
zamma laminate stair nose,,10,"0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
zamma laminate t molding,,10,"1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
zamma order tracking,,10,"0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00",,0.00,0.00,,
zamma quarter round molding,,10,"0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00",,0.00,0.00,,
zamma reducer molding,,10,"0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00",,0.00,1.00,,
zamma saratoga hickory,,10,"1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00",,0.00,0.00,,
zamma saratoga hickory stair nose,,10,"0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00",,0.00,0.00,,
zamma seasoned wood,,10,"0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
zamma silverton oak,,10,"1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
zamma snap track,,10,"0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00",,0.00,0.00,,
zamma sterling oak stair nose,,10,"1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00",,0.00,0.00,,
zamma sterling oak t molding,,10,"1.00,0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.50",,0.00,0.00,,
zamma sterling oak transition,,10,"1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
zamma t molding installation,,10,"0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00",,0.00,0.33,,
zamma t moulding,,10,"0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00",,0.61,0.99,,
zamma vinyl molding stair nose,,10,"1.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00",,0.00,0.00,,
zamma vinyl stair nose installation,,10,"1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00",,0.00,0.00,,
zamma vinyl stair nose molding,,10,"0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00",,0.00,0.00,,
zamma vinyl stair nosing installation,,10,"1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00",,0.00,0.00,,
zammad 3cx,,10,"0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00",,0.00,0.00,,
zammad ai integration,,10,"1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
zammad alternative open source,,10,"1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00",,0.00,0.00,,
zammad alternatives,,10,"0.00,0.00,0.00,0.33,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.66",,10.12,0.29,,
zammad android,,10,"0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00",,0.00,0.00,,
zammad api token,,10,"0.50,0.00,0.00,0.50,0.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00",,0.00,0.33,,
zammad app android,,10,"0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
zammad chat,,10,"0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,1.00,1.00,1.00",,0.00,0.29,,
zammad chat bot,,10,"1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00",,0.00,0.33,,
zammad chatbot,,10,"1.00,1.00,0.00,0.50,0.00,1.00,0.00,1.00,0.00,0.50,1.00,0.00",,0.00,0.33,,
zammad cmdb,,10,"0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00",,0.00,0.71,,
zammad community vs business,,10,"0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
zammad console,,10,"0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00",,0.00,0.33,,
zammad crm integration,,10,"1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00",,0.00,0.00,,
zammad cti,,10,"0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00",,0.00,0.00,,
zammad custom fields,,10,"1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00",,0.00,0.00,,
zammad default password,,10,"1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00",,0.00,0.33,,
zammad delete user,,10,"0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00",,0.00,0.33,,
zammad docker backup,,10,"0.50,0.50,0.50,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
zammad email,,10,"1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00",,0.00,0.33,,
zammad email configuration,,10,"1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00",,0.00,0.00,,
zammad email notification,,10,"1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00",,0.00,0.00,,
zammad export tickets,,10,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00",,0.00,0.00,,
zammad gitlab,,10,"0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00",,0.00,0.00,,
zammad gitlab integration,,10,"0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
zammad hosting,,10,"0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00",,0.00,0.86,,
zammad install ubuntu,,10,"1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00",,0.00,0.33,,
zammad install ubuntu 22.04,,10,"0.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00",,0.00,0.00,,
zammad installation ubuntu 24.04,,10,"0.00,0.00,0.00,0.50,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
zammad ios,,10,"0.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00",,0.00,0.33,,
zammad ios app,,10,"1.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
zammad itsm,,10,"1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.50",,0.00,0.00,,
zammad jira,,10,"1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00",,0.00,0.00,,
zammad letsencrypt,,10,"0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00",,0.00,0.33,,
zammad mattermost,,10,"1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00",,0.00,0.00,,
zammad mcp,,10,"0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",,0.00,0.33,,
zammad mcp server,,10,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,1.00",,0.00,0.33,,
zammad microsoft teams,,10,"1.00,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00",,0.00,0.00,,
zammad migrate to new server,,10,"1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00",,0.00,0.00,,
zammad migration,,10,"0.50,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00",,0.00,0.00,,
zammad mobile,,10,"0.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00",,0.00,0.00,,
zammad online demo,,10,"1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00",,0.00,0.14,,
zammad otrs,,10,"0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00",,0.00,0.00,,
zammad postgresql,,10,"0.50,0.50,0.50,0.50,0.50,0.50,0.00,1.00,1.00,0.00,0.00,1.00",,0.00,0.00,,
zammad redis,,10,"1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,1.00",,0.00,0.00,,
zammad reporting,,10,"0.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00",,0.00,0.33,,
zammad satisfaction survey feature,,10,"1.00,0.00,0.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
zammad self hosted,,10,"0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00",,0.00,0.08,,
zammad sla,,10,"1.00,0.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00",,0.00,0.00,,
